time,seismic_rate,b_value,rate_n,b_n,uplift_n,unrest_index
2025-06-06 16:59:15.640,2.066666666666667,0.8400280114182819,0.7045454544493803,-25.15641443843116,0.0,9.873996323442546
2025-06-13 16:59:15.640,2.066666666666667,0.8400280114182819,0.7045454544493803,-25.15641443843116,0.0,9.873996323442546
2025-06-20 16:59:15.640,1.9666666666666666,0.8400280114182819,0.5681818181043385,-25.15641443843116,0.0,9.788769050726895
2025-06-27 16:59:15.640,1.4,0.8400280114182819,-0.20454545451756215,-25.15641443843116,0.0,9.305814505338207
2025-07-04 16:59:15.640,1.6666666666666667,0.8400280114182819,0.15909090906921491,-25.15641443843116,0.0,9.533087232579943
2025-07-11 16:59:15.640,1.4333333333333333,0.8400280114182819,-0.15909090906921491,-25.15641443843116,0.0,9.334223596243424
2025-07-18 16:59:15.640,1.4,0.8400280114182819,-0.20454545451756215,-25.15641443843116,0.0,9.305814505338207
2025-07-25 16:59:15.640,1.3,0.8400280114182819,-0.3409090908626033,-25.15641443843116,0.0,9.220587232622556
2025-08-01 16:59:15.640,1.8666666666666667,0.8400280114182819,0.4318181817592975,-25.15641443843116,0.0,9.703541778011244
2025-08-08 16:59:15.640,1.8333333333333333,0.8400280114182819,0.3863636363109502,-25.15641443843116,0.0,9.675132687106027
2025-08-15 16:59:15.640,2.0,0.8400280114182819,0.6136363635526858,-25.15641443843116,0.0,9.817178141632112
2025-08-22 16:59:15.640,3.6,0.8400280114182819,2.795454545073347,-25.15641443843116,0.0,11.180814505082525
2025-08-29 16:59:15.640,3.2,0.8634085127301231,2.249999999693182,-17.929754250316236,0.0,8.129907843676826
2025-09-05 16:59:15.640,2.7333333333333334,0.8634085127301231,1.6136363634163222,-17.929754250316236,0.0,7.732180571003789
2025-09-12 16:59:15.640,2.6666666666666665,0.8634085127301231,1.5227272725196277,-17.929754250316236,0.0,7.675362389193355
2025-09-19 16:59:15.640,1.7666666666666666,0.9427521314831812,0.29545454541425603,6.594500519759903,0.0,-2.288278604026053
2025-09-26 16:59:15.640,2.6666666666666665,0.9427521314831812,1.5227272725196277,6.594500519759903,0.0,-1.5212331495851958
2025-10-03 16:59:15.640,3.533333333333333,0.914946239964716,2.7045454541766523,-1.9999999381821623,0.0,2.4403408856787188
2025-10-10 16:59:15.640,4.033333333333333,0.914946239964716,3.3863636359018594,-1.9999999381821623,0.0,2.866477249256973
2025-10-17 16:59:15.640,4.466666666666667,0.9293034562837056,3.977272726730372,2.437660409675669,0.0,1.5716728005781069
2025-10-24 16:59:15.640,4.733333333333333,0.9293034562837056,4.340909090317148,2.437660409675669,0.0,1.7989455278198418
2025-10-31 16:59:15.640,3.8333333333333335,0.9999105492784004,3.1136363632117763,24.261549518711483,0.0,-7.152058342509445
2025-11-07 16:59:15.640,3.933333333333333,0.9715760221549256,3.249999999556817,15.503653510357978,0.0,-3.78262006666123
2025-11-14 16:59:15.640,4.566666666666666,0.9715760221549256,4.113636363075413,15.503653510357978,0.0,-3.2428473394621076
2025-11-21 16:59:15.640,3.7,0.9214168640097284,2.9318181814183886,0.0,0.0,1.832386363386493
2025-11-28 16:59:15.640,2.966666666666667,0.9214168640097284,1.931818181554752,0.0,0.0,1.20738636347172
2025-12-05 16:59:15.640,2.1333333333333333,0.9214168640097284,0.7954545453460742,0.0,0.0,0.4971590908412964
2025-12-12 16:59:15.640,1.7,0.9214168640097284,0.20454545451756184,0.0,0.0,0.12784090907347614
2025-12-19 16:59:15.640,1.0333333333333334,0.9214168640097284,-0.70454545444938,0.0,0.0,-0.4403409090308625
2025-12-26 16:59:15.640,1.3333333333333333,0.9214168640097284,-0.2954545454142563,0.0,0.0,-0.1846590908839102
2026-01-02 16:59:15.640,1.3666666666666667,0.9214168640097284,-0.24999999996590908,0.0,0.0,-0.15624999997869318
2026-01-09 16:59:15.640,1.0666666666666667,0.9214168640097284,-0.6590909090010331,0.0,0.0,-0.41193181812564567
2026-01-16 16:59:15.640,0.7666666666666667,0.9214168640097284,-1.0681818180361569,0.0,0.0,-0.6676136362725981
2026-01-23 16:59:15.640,0.6,0.9214168640097284,-1.2954545452778925,0.0,0.0,-0.8096590907986828
2026-01-30 16:59:15.640,0.7,0.9214168640097284,-1.1590909089328512,0.0,0.0,-0.724431818083032
2026-02-06 16:59:15.640,0.8,0.9214168640097284,-1.0227272725878098,0.0,0.0,-0.6392045453673811
2026-02-13 16:59:15.640,1.0666666666666667,0.9214168640097284,-0.6590909090010331,0.0,0.0,-0.41193181812564567
2026-02-20 16:59:15.640,1.0666666666666667,0.9214168640097284,-0.6590909090010331,0.0,0.0,-0.41193181812564567
2026-02-27 16:59:15.640,1.0,0.9214168640097284,-0.7499999998977273,0.0,0.0,-0.4687499999360795
2026-03-06 16:59:15.640,0.7,0.9214168640097284,-1.1590909089328512,0.0,0.0,-0.724431818083032
2026-03-13 16:59:15.640,0.6,0.9214168640097284,-1.2954545452778925,0.0,0.0,-0.8096590907986828
2026-03-20 16:59:15.640,0.43333333333333335,0.9214168640097284,-1.522727272519628,0.0,0.0,-0.9517045453247674
2026-03-27 16:59:15.640,0.8666666666666667,0.9214168640097284,-0.9318181816911156,0.0,0.0,-0.5823863635569473
2026-04-03 16:59:15.640,0.9666666666666667,0.9214168640097284,-0.7954545453460744,0.0,0.0,-0.4971590908412965
2026-04-10 16:59:15.640,0.8333333333333334,0.9214168640097284,-0.9772727271394628,0.0,0.0,-0.6107954544621642
2026-04-17 16:59:15.640,0.7666666666666667,0.9214168640097284,-1.0681818180361569,0.0,0.0,-0.6676136362725981
2026-04-24 16:59:15.640,0.36666666666666664,0.9214168640097284,-1.6136363634163222,0.0,0.0,-1.0085227271352013
2026-05-01 16:59:15.640,0.5,0.9214168640097284,-1.4318181816229338,0.0,0.0,-0.8948863635143336
