time,p_event,p_calibrated
2018-03-03 01:18:56.520,0.2687349876915557,0.5384615384615384
2018-03-10 01:18:56.520,0.2687349876915557,0.5384615384615384
2018-03-17 01:18:56.520,0.2687349876915557,0.5384615384615384
2018-03-24 01:18:56.520,0.2687349876915557,0.5384615384615384
2020-04-18 01:18:56.520,0.2621039906513447,0.5384615384615384
2020-04-25 01:18:56.520,0.2555794271865391,0.5384615384615384
2020-05-02 01:18:56.520,0.2555794271865391,0.5384615384615384
2020-12-12 01:18:56.520,0.2621039906513447,0.5384615384615384
2020-12-19 01:18:56.520,0.2892527250552835,0.5384615384615384
2020-12-26 01:18:56.520,0.2962947676104666,0.5384615384615384
2021-01-02 01:18:56.520,0.325423137156154,0.5384615384615384
2021-01-09 01:18:56.520,0.2823109063800757,0.5384615384615384
2021-01-16 01:18:56.520,0.2555794271865391,0.5384615384615384
2021-05-22 01:18:56.520,0.3034350600532796,0.5384615384615384
2021-05-29 01:18:56.520,0.3034350600532796,0.5384615384615384
2021-06-05 01:18:56.520,0.3034350600532796,0.5384615384615384
2021-06-12 01:18:56.520,0.2962947676104666,0.5384615384615384
2021-12-25 01:18:56.520,0.2621039906513447,0.5384615384615384
2022-01-01 01:18:56.520,0.2823109063800757,0.5384615384615384
2022-01-08 01:18:56.520,0.3034350600532796,0.5384615384615384
2022-01-15 01:18:56.520,0.2687349876915557,0.5384615384615384
2022-01-22 01:18:56.520,0.111914964281716,0.0
2022-01-29 01:18:56.520,0.1299646488206466,0.5384615384615384
2022-02-05 01:18:56.520,0.1299646488206466,0.5384615384615384
2022-02-12 01:18:56.520,0.1153402345288599,0.5384615384615384
2022-03-05 01:18:56.520,0.1188563082504925,0.5384615384615384
2022-03-12 01:18:56.520,0.1153402345288599,0.5384615384615384
2022-03-19 01:18:56.520,0.1378517220233768,0.5384615384615384
2022-03-26 01:18:56.520,0.1784115850731671,0.5384615384615384
2022-04-02 01:18:56.520,0.1378517220233768,0.5384615384615384
2022-04-09 01:18:56.520,0.1419439353621311,0.5384615384615384
2022-04-16 01:18:56.520,0.1261670146033044,0.5384615384615384
2022-04-30 01:18:56.520,0.111914964281716,0.0
2022-05-14 01:18:56.520,0.1153402345288599,0.5384615384615384
2022-05-21 01:18:56.520,0.1153402345288599,0.5384615384615384
2022-07-30 01:18:56.520,0.1905259583478468,0.5384615384615384
2022-08-06 01:18:56.520,0.1905259583478468,0.5384615384615384
2022-08-13 01:18:56.520,0.1958266705619303,0.5384615384615384
2022-10-22 01:18:56.520,0.2067608115779666,0.5384615384615384
2022-10-29 01:18:56.520,0.2181398606352007,0.5384615384615384
2022-11-05 01:18:56.520,0.2299636028811486,0.5384615384615384
2022-11-12 01:18:56.520,0.2299636028811486,0.5384615384615384
2022-11-19 01:18:56.520,0.2067608115779666,0.5384615384615384
2022-11-26 01:18:56.520,0.2067608115779666,0.5384615384615384
2022-12-03 01:18:56.520,0.2067608115779666,0.5384615384615384
2022-12-10 01:18:56.520,0.3288606130072288,0.5384615384615384
2022-12-17 01:18:56.520,0.3914426898751451,0.71875
2022-12-24 01:18:56.520,0.3674234943626266,0.5384615384615384
2022-12-31 01:18:56.520,0.4326137058491966,0.71875
2023-01-07 01:18:56.520,0.3995739548853764,0.71875
2023-01-14 01:18:56.520,0.2995611925557906,0.5384615384615384
2023-01-21 01:18:56.520,0.3140256483229244,0.5384615384615384
2023-01-28 01:18:56.520,0.2995611925557906,0.5384615384615384
2023-02-04 01:18:56.520,0.306745888779334,0.5384615384615384
2023-02-11 01:18:56.520,0.3213980775537102,0.5384615384615384
2023-02-18 01:18:56.520,0.4231122249742255,0.71875
2023-02-25 01:18:56.520,0.431434961200697,0.71875
2023-03-04 01:18:56.520,0.4397966014799851,0.71875
2023-03-11 01:18:56.520,0.507525257382997,0.71875
2023-03-18 01:18:56.520,0.5245118407755626,0.782608695652174
2023-03-25 01:18:56.520,0.4481925512845658,0.71875
2023-04-01 01:18:56.520,0.4990229868618316,0.71875
2023-04-08 01:18:56.520,0.5749788155269984,0.782608695652174
2023-04-15 01:18:56.520,0.5160231772227606,0.782608695652174
2023-04-22 01:18:56.520,0.6505156166664002,0.9722222222222222
2023-04-29 01:18:56.520,0.6953760234800731,0.9722222222222222
2023-05-06 01:18:56.520,0.618989408126344,0.9722222222222222
2023-05-13 01:18:56.520,0.618989408126344,0.9722222222222222
2023-05-20 01:18:56.520,0.6348970999610785,0.9722222222222222
2023-05-27 01:18:56.520,0.6028222026690709,0.9722222222222222
2023-06-03 01:18:56.520,0.6380158044533322,0.9722222222222222
2023-06-10 01:18:56.520,0.6458333339036707,0.9722222222222222
2023-06-17 01:18:56.520,0.6221631297142569,0.9722222222222222
2023-06-24 01:18:56.520,0.5647985916894447,0.782608695652174
2023-07-01 01:18:56.520,0.4130080014256448,0.71875
2023-07-15 01:18:56.520,0.3885103301588923,0.71875
2023-07-22 01:18:56.520,0.4723048948599766,0.71875
2023-07-29 01:18:56.520,0.5570553228590536,0.782608695652174
2023-08-05 01:18:56.520,0.8973266355807545,0.9736842105263158
2023-08-12 01:18:56.520,0.924699413989719,1.0
2023-08-19 01:18:56.520,0.9430235037086062,1.0
2023-08-26 01:18:56.520,0.9310148657314548,1.0
2023-09-02 01:18:56.520,0.829493719077033,0.9736842105263158
2023-09-09 01:18:56.520,0.6877114060698221,0.9722222222222222
2023-09-16 01:18:56.520,0.9405931099955438,1.0
2023-09-23 01:18:56.520,0.9622489341166238,1.0
2023-09-30 01:18:56.520,0.9729597720616576,1.0
2023-10-07 01:18:56.520,0.975518493852121,1.0
2023-10-14 01:18:56.520,0.8115753619738619,0.9736842105263158
2023-10-21 01:18:56.520,0.678315345158681,0.9722222222222222
2023-10-28 01:18:56.520,0.647939688216641,0.9722222222222222
2023-11-04 01:18:56.520,0.5249354752659768,0.782608695652174
2023-11-11 01:18:56.520,0.5753938856762005,0.782608695652174
2023-11-18 01:18:56.520,0.5334091645220628,0.782608695652174
2023-11-25 01:18:56.520,0.5079498285144717,0.71875
2023-12-02 01:18:56.520,0.4994476586999675,0.71875
2023-12-09 01:18:56.520,0.5222024070810597,0.782608695652174
2024-01-20 01:18:56.520,0.5306812613330129,0.782608695652174
2024-01-27 01:18:56.520,0.5727148181502759,0.782608695652174
2024-02-03 01:18:56.520,0.5974786255367904,0.9722222222222222
2024-02-10 01:18:56.520,0.5974786255367904,0.9722222222222222
2024-02-17 01:18:56.520,0.513706955368028,0.782608695652174
2024-02-24 01:18:56.520,0.5974749829275834,0.9722222222222222
2024-03-02 01:18:56.520,0.6376114173164814,0.9722222222222222
2024-03-09 01:18:56.520,0.64543282666364,0.9722222222222222
2024-03-16 01:18:56.520,0.6297164569249935,0.9722222222222222
2024-03-23 01:18:56.520,0.7257465732567733,0.9722222222222222
2024-03-30 01:18:56.520,0.7625883655235555,0.9736842105263158
2024-04-06 01:18:56.520,0.9212428480944852,1.0
2024-04-13 01:18:56.520,0.9818339154657196,1.0
2024-04-20 01:18:56.520,0.994980548143028,1.0
2024-04-27 01:18:56.520,0.9954124238292522,1.0
2024-05-04 01:18:56.520,0.9892936820038344,1.0
2024-05-11 01:18:56.520,0.9961140644468433,1.0
2024-05-18 01:18:56.520,0.9867238061909512,1.0
2024-05-25 01:18:56.520,0.983361065873648,1.0
2024-06-01 01:18:56.520,0.9654764850097672,1.0
2024-06-08 01:18:56.520,0.8163590081662727,0.9736842105263158
2024-06-15 01:18:56.520,0.8005662866463822,0.9736842105263158
2024-06-22 01:18:56.520,0.8263381736031032,0.9736842105263158
2024-06-29 01:18:56.520,0.7621886851050068,0.9736842105263158
2024-07-06 01:18:56.520,0.7232516103348268,0.9722222222222222
2024-07-13 01:18:56.520,0.7023710683601789,0.9722222222222222
2024-07-20 01:18:56.520,0.6347182197218518,0.9722222222222222
2024-07-27 01:18:56.520,0.5944651533685099,0.782608695652174
2024-08-03 01:18:56.520,0.7259871383813897,0.9722222222222222
2024-08-10 01:18:56.520,0.7938813782101231,0.9736842105263158
2024-08-17 01:18:56.520,0.739308962519236,0.9736842105263158
2024-08-24 01:18:56.520,0.752204178452894,0.9736842105263158
2024-08-31 01:18:56.520,0.6761813630893806,0.9722222222222222
2024-09-07 01:18:56.520,0.3834713811270083,0.71875
2024-09-14 01:18:56.520,0.3675219501888803,0.5384615384615384
2024-09-21 01:18:56.520,0.3834713811270083,0.71875
2024-09-28 01:18:56.520,0.3754628905989485,0.5384615384615384
2024-10-05 01:18:56.520,0.3834713811270083,0.71875
2024-10-12 01:18:56.520,0.3834713811270083,0.71875
2024-10-19 01:18:56.520,0.4327176807614275,0.71875
2024-10-26 01:18:56.520,0.4673647083136603,0.71875
2024-11-02 01:18:56.520,0.4843290590377948,0.71875
2024-11-09 01:18:56.520,0.4843290590377948,0.71875
2024-11-16 01:18:56.520,0.4589082940210343,0.71875
2024-11-23 01:18:56.520,0.5772319904222049,0.782608695652174
2024-11-30 01:18:56.520,0.5183270706728074,0.782608695652174
2024-12-07 01:18:56.520,0.5098311776519799,0.71875
2024-12-14 01:18:56.520,0.5013296017059596,0.71875
2024-12-21 01:18:56.520,0.4843290590377948,0.71875
2024-12-28 01:18:56.520,0.3844172987026681,0.71875
2025-01-04 01:18:56.520,0.5943386195702995,0.782608695652174
2025-01-11 01:18:56.520,0.650220816440656,0.9722222222222222
2025-01-18 01:18:56.520,0.7093235245299541,0.9722222222222222
2025-01-25 01:18:56.520,0.8375826620272006,0.9736842105263158
2025-02-01 01:18:56.520,0.9541224682607988,1.0
2025-02-08 01:18:56.520,0.9998126801449064,1.0
2025-02-15 01:18:56.520,0.9998333205515474,1.0
2025-02-22 01:18:56.520,0.9997438025846398,1.0
2025-03-01 01:18:56.520,0.9997438025846398,1.0
2025-03-08 01:18:56.520,0.9318140498591148,1.0
2025-03-15 01:18:56.520,0.9150421767135356,1.0
2025-03-22 01:18:56.520,0.9008547797554352,0.9736842105263158
2025-03-29 01:18:56.520,0.8709533008822767,0.9736842105263158
2025-04-05 01:18:56.520,0.8371703662204155,0.9736842105263158
2025-04-12 01:18:56.520,0.8854880170971638,0.9736842105263158
2025-04-19 01:18:56.520,0.895434324683089,0.9736842105263158
2025-04-26 01:18:56.520,0.8631131700031961,0.9736842105263158
2025-05-03 01:18:56.520,0.8857355689456733,0.9736842105263158
2025-05-10 01:18:56.520,0.8593405530065534,0.9736842105263158
2025-05-17 01:18:56.520,0.8328212502546778,0.9736842105263158
2025-05-24 01:18:56.520,0.9234413941833568,1.0
2025-05-31 01:18:56.520,0.8134430703245018,0.9736842105263158
2025-06-07 01:18:56.520,0.851274255108394,0.9736842105263158
2025-06-14 01:18:56.520,0.8555290671738895,0.9736842105263158
2025-06-21 01:18:56.520,0.8675278387075315,0.9736842105263158
2025-06-28 01:18:56.520,0.7972354625581497,0.9736842105263158
2025-07-05 01:18:56.520,0.8330200826258927,0.9736842105263158
2025-07-12 01:18:56.520,0.8080094186513262,0.9736842105263158
2025-07-19 01:18:56.520,0.807697374709726,0.9736842105263158
2025-07-26 01:18:56.520,0.8023593016835221,0.9736842105263158
2025-08-02 01:18:56.520,0.8551069604751395,0.9736842105263158
2025-08-09 01:18:56.520,0.8672966431698246,0.9736842105263158
2025-08-16 01:18:56.520,0.8006504339153375,0.9736842105263158
2025-08-23 01:18:56.520,0.9504939593229356,1.0
2025-08-30 01:18:56.520,0.8841675341594594,0.9736842105263158
2025-09-06 01:18:56.520,0.8306659016438802,0.9736842105263158
2025-09-13 01:18:56.520,0.8106606389504822,0.9736842105263158
2025-09-20 01:18:56.520,0.7138282586867271,0.9722222222222222
2025-09-27 01:18:56.520,0.8494537204575321,0.9736842105263158
2025-10-04 01:18:56.520,0.9339264790834796,1.0
2025-10-11 01:18:56.520,0.9660901382516086,1.0
2025-10-18 01:18:56.520,0.9625837934971608,1.0
2025-10-25 01:18:56.520,0.9541252340061545,1.0
2025-11-01 01:18:56.520,0.924944194069087,1.0
2025-11-08 01:18:56.520,0.9317276418318552,1.0
2025-11-15 01:18:56.520,0.9746055356339852,1.0
2025-11-22 01:18:56.520,0.940654869607575,1.0
2025-11-29 01:18:56.520,0.9192272896431088,1.0
2025-12-06 01:18:56.520,0.8294324470330268,0.9736842105263158
2025-12-13 01:18:56.520,0.7112336350919598,0.9722222222222222
2025-12-20 01:18:56.520,0.6128327663714147,0.9722222222222222
2025-12-27 01:18:56.520,0.6825114612230821,0.9722222222222222
2026-01-03 01:18:56.520,0.6825114612230821,0.9722222222222222
2026-01-10 01:18:56.520,0.620870977602249,0.9722222222222222
2026-01-17 01:18:56.520,0.5466500465414356,0.782608695652174
2026-01-24 01:18:56.520,0.4702955795559558,0.71875
2026-01-31 01:18:56.520,0.5297452738560022,0.782608695652174
2026-02-07 01:18:56.520,0.5550647080446062,0.782608695652174
2026-02-14 01:18:56.520,0.620870977602249,0.9722222222222222
2026-02-21 01:18:56.520,0.628843375780389,0.9722222222222222
2026-02-28 01:18:56.520,0.6047326286489607,0.9722222222222222
2026-03-07 01:18:56.520,0.5382086432521042,0.782608695652174
2026-03-14 01:18:56.520,0.5042718152344677,0.71875
