time,magnitude,depth,longitude,latitude,place,event_id,year,month,day,energy_proxy
2023-08-04 02:20:35.700000,1.0,,14.135667,40.8235,Campi Flegrei,35736521,2023,8,2023-08-04,31.622776601683793
2023-08-05 09:57:43.670000,1.9,,14.1053,40.803,Campi Flegrei,35748971,2023,8,2023-08-05,707.9457843841374
2023-08-06 08:45:20.109000,1.1,,14.136333,40.8315,Campi Flegrei,35755601,2023,8,2023-08-06,44.668359215096324
2023-08-06 14:02:52.680000,1.6,,14.1307,40.8243,Campi Flegrei,35758011,2023,8,2023-08-06,251.18864315095823
2023-08-07 22:09:50.770000,1.5,,14.1357,40.8247,Campi Flegrei,35766761,2023,8,2023-08-07,177.82794100389228
2023-08-09 05:26:35.220000,1.7,,14.119,40.8245,Campi Flegrei,35776931,2023,8,2023-08-09,354.8133892335753
2023-08-10 00:51:27.280000,2.0,,14.0957,40.8102,Campi Flegrei,35783841,2023,8,2023-08-10,1000.0
2023-08-12 01:10:26.680000,1.6,,14.114,40.7977,Campi Flegrei,35802191,2023,8,2023-08-12,251.18864315095823
2023-08-12 14:00:02.090000,1.8,,14.1117,40.7987,Campi Flegrei,35808151,2023,8,2023-08-12,501.18723362727246
2023-08-12 15:52:41.800000,1.5,,14.1162,40.7953,Campi Flegrei,35809101,2023,8,2023-08-12,177.82794100389228
2023-08-12 18:36:42.200000,1.3,,14.139167,40.821667,Campi Flegrei,35810991,2023,8,2023-08-12,89.12509381337459
2023-08-12 21:45:32.320000,1.6,,14.1393,40.8198,Campi Flegrei,35811951,2023,8,2023-08-12,251.18864315095823
2023-08-13 02:17:17.329000,1.1,,14.137167,40.821667,Campi Flegrei,35812921,2023,8,2023-08-13,44.668359215096324
2023-08-13 16:40:32.750000,1.1,,14.140167,40.829167,Campi Flegrei,35819811,2023,8,2023-08-13,44.668359215096324
2023-08-14 03:18:49.910000,1.9,,14.1595,40.8152,Campi Flegrei,35823681,2023,8,2023-08-14,707.9457843841374
2023-08-14 13:03:17.830000,1.9,,14.1333,40.8333,Campi Flegrei,35827711,2023,8,2023-08-14,707.9457843841374
2023-08-14 13:16:50.740000,1.0,,14.136333,40.832667,Campi Flegrei,35827991,2023,8,2023-08-14,31.622776601683793
2023-08-14 22:46:51.000000,2.4,,14.1103,40.8148,Campi Flegrei,35832811,2023,8,2023-08-14,3981.071705534969
2023-08-15 01:56:12.900000,1.9,,14.1073,40.8203,Campi Flegrei,35833701,2023,8,2023-08-15,707.9457843841374
2023-08-15 11:44:01.789000,1.0,,14.140167,40.826833,Campi Flegrei,35839171,2023,8,2023-08-15,31.622776601683793
2023-08-15 12:25:10.559000,1.0,,14.138167,40.821667,Campi Flegrei,35839501,2023,8,2023-08-15,31.622776601683793
2023-08-15 14:44:26.579000,1.1,,14.135667,40.836333,Campi Flegrei,35841391,2023,8,2023-08-15,44.668359215096324
2023-08-15 22:18:35.549000,1.1,,14.150833,40.822667,Campi Flegrei,35845301,2023,8,2023-08-15,44.668359215096324
2023-08-15 22:19:04.849000,1.2,,14.149,40.823833,Campi Flegrei,35845331,2023,8,2023-08-15,63.0957344480193
2023-08-15 22:24:57.569000,1.1,,14.122,40.832333,Campi Flegrei,35845501,2023,8,2023-08-15,44.668359215096324
2023-08-15 22:37:36.860000,1.5,,14.1315,40.8305,Campi Flegrei,35845371,2023,8,2023-08-15,177.82794100389228
2023-08-16 02:15:24.849000,1.0,,14.14,40.824167,Campi Flegrei,35847301,2023,8,2023-08-16,31.622776601683793
2023-08-16 02:48:38.180000,1.2,,14.141167,40.823667,Campi Flegrei,35846651,2023,8,2023-08-16,63.0957344480193
2023-08-16 08:22:06.830000,1.9,,14.1133,40.8212,Campi Flegrei,35848701,2023,8,2023-08-16,707.9457843841374
2023-08-16 08:23:00.029000,1.2,,14.113,40.825,Campi Flegrei,35849061,2023,8,2023-08-16,63.0957344480193
2023-08-16 08:27:08.910000,2.0,,14.1127,40.8202,Campi Flegrei,35848851,2023,8,2023-08-16,1000.0
2023-08-16 08:27:41.350000,1.3,,14.1157,40.8183,Campi Flegrei,35848821,2023,8,2023-08-16,89.12509381337459
2023-08-16 13:15:27.670000,1.1,,14.119667,40.8245,Campi Flegrei,35853151,2023,8,2023-08-16,44.668359215096324
2023-08-17 03:59:57.140000,2.4,,14.142833,40.820333,Campi Flegrei,35860601,2023,8,2023-08-17,3981.071705534969
2023-08-17 11:40:45.809000,1.2,,14.146,40.8315,Campi Flegrei,35864341,2023,8,2023-08-17,63.0957344480193
2023-08-17 23:57:47.320000,2.1,,14.1448,40.8192,Campi Flegrei,35870031,2023,8,2023-08-17,1412.5375446227554
2023-08-17 23:58:19.059000,2.0,,14.146833,40.819667,Campi Flegrei,35870161,2023,8,2023-08-17,1000.0
2023-08-17 23:58:51.420000,1.6,,14.1505,40.826667,Campi Flegrei,35870211,2023,8,2023-08-17,251.18864315095823
2023-08-17 23:59:23.319000,1.2,,14.143667,40.823833,Campi Flegrei,35870241,2023,8,2023-08-17,63.0957344480193
2023-08-17 23:59:50.069000,1.2,,14.141167,40.82,Campi Flegrei,35870251,2023,8,2023-08-17,63.0957344480193
2023-08-18 00:00:24.089000,1.5,,14.1455,40.819333,Campi Flegrei,35870301,2023,8,2023-08-18,177.82794100389228
2023-08-18 00:01:28.130000,2.1,,14.1448,40.8195,Campi Flegrei,35870061,2023,8,2023-08-18,1412.5375446227554
2023-08-18 02:11:49.550000,1.8,,14.1472,40.8225,Campi Flegrei,35870551,2023,8,2023-08-18,501.18723362727246
2023-08-18 03:10:42.690000,1.1,,14.140667,40.819167,Campi Flegrei,35870871,2023,8,2023-08-18,44.668359215096324
2023-08-18 03:25:13.039000,1.6,,14.136333,40.8155,Campi Flegrei,35872621,2023,8,2023-08-18,251.18864315095823
2023-08-18 03:31:26.600000,1.7,,14.1452,40.8193,Campi Flegrei,35870931,2023,8,2023-08-18,354.8133892335753
2023-08-18 03:43:54.930000,1.3,,14.151667,40.825667,Campi Flegrei,35872791,2023,8,2023-08-18,89.12509381337459
2023-08-18 03:44:00.549000,1.0,,14.148333,40.825667,Campi Flegrei,35873181,2023,8,2023-08-18,31.622776601683793
2023-08-18 03:47:05.460000,1.1,,14.1485,40.825167,Campi Flegrei,35873041,2023,8,2023-08-18,44.668359215096324
2023-08-18 03:52:13.369000,1.1,,14.149,40.822167,Campi Flegrei,35874311,2023,8,2023-08-18,44.668359215096324
2023-08-18 04:08:02.520000,1.4,,14.1437,40.8295,Campi Flegrei,35871171,2023,8,2023-08-18,125.89254117941663
2023-08-18 04:09:59.300000,2.3,,14.1522,40.8257,Campi Flegrei,35871201,2023,8,2023-08-18,2818.382931264452
2023-08-18 04:10:29.740000,2.1,,14.1472,40.8207,Campi Flegrei,35871241,2023,8,2023-08-18,1412.5375446227554
2023-08-18 04:14:14.420000,1.9,,14.1468,40.8225,Campi Flegrei,35871271,2023,8,2023-08-18,707.9457843841374
2023-08-18 04:14:49.270000,1.6,,14.1475,40.8247,Campi Flegrei,35871321,2023,8,2023-08-18,251.18864315095823
2023-08-18 04:18:06.240000,2.8,,14.1392,40.8327,Campi Flegrei,35871351,2023,8,2023-08-18,15848.931924611108
2023-08-18 04:20:02.089000,1.1,,14.140833,40.83,Campi Flegrei,35872481,2023,8,2023-08-18,44.668359215096324
2023-08-18 04:20:10.930000,1.1,,14.1405,40.829167,Campi Flegrei,35872491,2023,8,2023-08-18,44.668359215096324
2023-08-18 04:20:22.000000,1.1,,14.1465,40.829833,Campi Flegrei,35872511,2023,8,2023-08-18,44.668359215096324
2023-08-18 04:21:26.440000,1.3,,14.140167,40.8295,Campi Flegrei,35872541,2023,8,2023-08-18,89.12509381337459
2023-08-18 04:22:49.660000,2.3,,14.1475,40.8258,Campi Flegrei,35871461,2023,8,2023-08-18,2818.382931264452
2023-08-18 04:56:53.850000,1.7,,14.149,40.8222,Campi Flegrei,35871831,2023,8,2023-08-18,354.8133892335753
2023-08-18 05:02:05.859000,1.1,,14.147,40.826333,Campi Flegrei,35872341,2023,8,2023-08-18,44.668359215096324
2023-08-18 05:12:51.740000,2.1,,14.1418,40.8253,Campi Flegrei,35871901,2023,8,2023-08-18,1412.5375446227554
2023-08-18 05:15:10.090000,1.7,,14.1413,40.8198,Campi Flegrei,35871921,2023,8,2023-08-18,354.8133892335753
2023-08-18 05:18:03.210000,1.6,,14.140167,40.8275,Campi Flegrei,35874891,2023,8,2023-08-18,251.18864315095823
2023-08-18 05:23:06.170000,1.8,,14.135,40.822833,Campi Flegrei,35872811,2023,8,2023-08-18,501.18723362727246
2023-08-18 05:38:36.150000,1.0,,14.146167,40.8315,Campi Flegrei,35874711,2023,8,2023-08-18,31.622776601683793
2023-08-18 07:58:53.360000,1.6,,14.1447,40.8253,Campi Flegrei,35873751,2023,8,2023-08-18,251.18864315095823
2023-08-19 03:00:41.780000,2.2,,14.1067,40.8032,Campi Flegrei,35882561,2023,8,2023-08-19,1995.262314968881
2023-08-19 07:48:30.650000,1.8,,14.1102,40.7995,Campi Flegrei,35884341,2023,8,2023-08-19,501.18723362727246
2023-08-19 08:27:18.320000,1.7,,14.1268,40.7998,Campi Flegrei,35884651,2023,8,2023-08-19,354.8133892335753
2023-08-20 19:58:07.860000,2.2,,14.1133,40.8142,Campi Flegrei,35899641,2023,8,2023-08-20,1995.262314968881
2023-08-21 02:48:23.320000,1.9,,14.1218,40.8153,Campi Flegrei,35901001,2023,8,2023-08-21,707.9457843841374
2023-08-21 02:48:59.120000,1.9,,14.1212,40.8355,Campi Flegrei,35900971,2023,8,2023-08-21,707.9457843841374
2023-08-21 02:52:40.810000,1.6,,14.1198,40.8307,Campi Flegrei,35901071,2023,8,2023-08-21,251.18864315095823
2023-08-21 03:08:03.759000,1.0,,14.127167,40.828833,Campi Flegrei,35901351,2023,8,2023-08-21,31.622776601683793
2023-08-21 03:09:45.670000,1.0,,14.126333,40.835333,Campi Flegrei,35901361,2023,8,2023-08-21,31.622776601683793
2023-08-21 03:40:53.190000,1.3,,14.122667,40.8335,Campi Flegrei,35901371,2023,8,2023-08-21,89.12509381337459
2023-08-21 07:00:34.620000,1.9,,14.1165,40.8185,Campi Flegrei,35902351,2023,8,2023-08-21,707.9457843841374
2023-08-22 09:39:27.240000,1.2,,14.1268,40.8228,Campi Flegrei,35913401,2023,8,2023-08-22,63.0957344480193
2023-08-22 09:47:21.780000,1.3,,14.1303,40.8202,Campi Flegrei,35913551,2023,8,2023-08-22,89.12509381337459
2023-08-23 16:30:14.160000,1.6,,14.1302,40.8315,Campi Flegrei,35927431,2023,8,2023-08-23,251.18864315095823
2023-08-24 01:48:10.609000,1.4,,14.153833,40.826833,Campi Flegrei,35930351,2023,8,2023-08-24,125.89254117941663
2023-08-25 01:24:08.820000,1.8,,14.1248,40.8158,Campi Flegrei,35939831,2023,8,2023-08-25,501.18723362727246
2023-08-25 23:35:11.329000,1.0,,14.127667,40.8315,Campi Flegrei,35947721,2023,8,2023-08-25,31.622776601683793
2023-08-27 21:14:22.880000,1.6,,14.1142,40.7995,Campi Flegrei,35963041,2023,8,2023-08-27,251.18864315095823
2023-08-27 21:26:56.220000,1.8,,14.111,40.806,Campi Flegrei,35963171,2023,8,2023-08-27,501.18723362727246
2023-08-28 02:05:16.850000,1.8,,14.117,40.7968,Campi Flegrei,35964611,2023,8,2023-08-28,501.18723362727246
2023-08-30 05:06:13.410000,1.6,,14.1188,40.8102,Campi Flegrei,35986371,2023,8,2023-08-30,251.18864315095823
2023-08-30 12:25:12.579000,1.0,,14.133667,40.824167,Campi Flegrei,35989281,2023,8,2023-08-30,31.622776601683793
2023-08-30 12:29:10.049000,1.0,,14.135833,40.825667,Campi Flegrei,35989331,2023,8,2023-08-30,31.622776601683793
2023-09-02 23:04:44.600000,1.6,,14.1467,40.8228,Campi Flegrei,36017221,2023,9,2023-09-02,251.18864315095823
2023-09-02 23:07:28.170000,1.6,,14.151667,40.831333,Campi Flegrei,36017551,2023,9,2023-09-02,251.18864315095823
2023-09-02 23:07:57.390000,1.3,,14.1435,40.8315,Campi Flegrei,36017541,2023,9,2023-09-02,89.12509381337459
2023-09-07 17:45:29.410000,3.0,,14.1437,40.8267,Campi Flegrei,36084091,2023,9,2023-09-07,31622.776601683792
2023-09-12 02:28:49.920000,1.9,,14.1437,40.8263,Campi Flegrei,36114561,2023,9,2023-09-12,707.9457843841374
2023-09-12 13:50:59.180000,1.1,,14.1115,40.804667,Campi Flegrei,36118351,2023,9,2023-09-12,44.668359215096324
2023-09-12 21:16:53.619000,1.1,,14.104167,40.805167,Campi Flegrei,36120421,2023,9,2023-09-12,44.668359215096324
2023-09-14 08:04:13.599000,1.5,,14.125833,40.833,Campi Flegrei,36131841,2023,9,2023-09-14,177.82794100389228
2023-09-15 02:06:48.799000,1.0,,14.133167,40.833833,Campi Flegrei,36137951,2023,9,2023-09-15,31.622776601683793
2023-09-20 03:04:44.410000,1.3,,14.151833,40.824833,Campi Flegrei,36208111,2023,9,2023-09-20,89.12509381337459
2023-09-20 03:32:22.430000,1.0,,14.140167,40.826667,Campi Flegrei,36208391,2023,9,2023-09-20,31.622776601683793
2023-09-20 17:45:05.550000,2.0,,14.1337,40.8148,Campi Flegrei,36219061,2023,9,2023-09-20,1000.0
2023-09-20 19:40:43.250000,1.1,,14.141833,40.825833,Campi Flegrei,36219721,2023,9,2023-09-20,44.668359215096324
2023-09-20 19:46:12.509000,1.0,,14.142333,40.825833,Campi Flegrei,36219731,2023,9,2023-09-20,31.622776601683793
2023-09-20 22:54:28.880000,2.0,,14.1607,40.8172,Campi Flegrei,36220591,2023,9,2023-09-20,1000.0
2023-09-20 23:47:39.010000,1.4,,14.149,40.8093,Campi Flegrei,36220801,2023,9,2023-09-20,125.89254117941663
2023-09-21 19:26:23.890000,1.0,,14.154,40.817667,Campi Flegrei,36235001,2023,9,2023-09-21,31.622776601683793
2023-09-21 20:46:37.220000,1.0,,14.158,40.817333,Campi Flegrei,36235271,2023,9,2023-09-21,31.622776601683793
2023-09-21 21:21:38.200000,1.6,,14.135,40.8253,Campi Flegrei,36235681,2023,9,2023-09-21,251.18864315095823
2023-09-21 22:46:15.670000,1.4,,14.136333,40.820667,Campi Flegrei,36236961,2023,9,2023-09-21,125.89254117941663
2023-09-21 23:16:32.859000,1.2,,14.077833,40.827,Campi Flegrei,36237221,2023,9,2023-09-21,63.0957344480193
2023-09-22 03:21:06.040000,1.2,,14.1367,40.8347,Campi Flegrei,36238691,2023,9,2023-09-22,63.0957344480193
2023-09-22 09:01:59.720000,2.4,,14.147,40.8252,Campi Flegrei,36243631,2023,9,2023-09-22,3981.071705534969
2023-09-22 21:46:10.000000,1.9,,14.1173,40.8148,Campi Flegrei,36252711,2023,9,2023-09-22,707.9457843841374
2023-09-22 21:48:05.049000,1.0,,14.117,40.822833,Campi Flegrei,36252861,2023,9,2023-09-22,31.622776601683793
2023-09-22 23:39:03.950000,1.7,,14.1347,40.8353,Campi Flegrei,36253131,2023,9,2023-09-22,354.8133892335753
2023-09-23 01:07:47.510000,1.8,,14.1337,40.8317,Campi Flegrei,36253771,2023,9,2023-09-23,501.18723362727246
2023-09-23 01:12:03.590000,1.7,,14.1023,40.8023,Campi Flegrei,36253841,2023,9,2023-09-23,354.8133892335753
2023-09-23 01:22:29.650000,1.3,,14.1365,40.8285,Campi Flegrei,36253951,2023,9,2023-09-23,89.12509381337459
2023-09-23 01:45:17.259000,1.0,,14.140833,40.833333,Campi Flegrei,36254161,2023,9,2023-09-23,31.622776601683793
2023-09-23 03:18:56.200000,1.9,,14.1263,40.8163,Campi Flegrei,36254381,2023,9,2023-09-23,707.9457843841374
2023-09-23 03:52:50.730000,1.4,,14.132333,40.8315,Campi Flegrei,36254511,2023,9,2023-09-23,125.89254117941663
2023-09-23 05:58:44.200000,1.7,,14.0948,40.8233,Campi Flegrei,36255341,2023,9,2023-09-23,354.8133892335753
2023-09-23 12:29:56.230000,1.2,,14.129,40.822833,Campi Flegrei,36262571,2023,9,2023-09-23,63.0957344480193
2023-09-23 12:42:22.160000,1.6,,14.1303,40.8178,Campi Flegrei,36262651,2023,9,2023-09-23,251.18864315095823
2023-09-23 13:08:32.910000,1.7,,14.1287,40.828,Campi Flegrei,36263041,2023,9,2023-09-23,354.8133892335753
2023-09-23 13:50:33.900000,1.0,,14.0975,40.825667,Campi Flegrei,36263881,2023,9,2023-09-23,31.622776601683793
2023-09-24 08:14:06.779000,1.1,,14.084333,40.811333,Campi Flegrei,36268961,2023,9,2023-09-24,44.668359215096324
2023-09-24 11:53:12.380000,2.1,,14.1397,40.8243,Campi Flegrei,36270991,2023,9,2023-09-24,1412.5375446227554
2023-09-24 11:56:35.039000,1.0,,14.140167,40.822,Campi Flegrei,36271181,2023,9,2023-09-24,31.622776601683793
2023-09-24 15:35:01.820000,2.2,,14.1617,40.8167,Campi Flegrei,36272401,2023,9,2023-09-24,1995.262314968881
2023-09-24 16:33:23.620000,1.9,,14.0908,40.8227,Campi Flegrei,36272751,2023,9,2023-09-24,707.9457843841374
2023-09-24 19:44:20.380000,1.6,,14.1422,40.825,Campi Flegrei,36273321,2023,9,2023-09-24,251.18864315095823
2023-09-24 19:50:01.110000,1.8,,14.1427,40.8248,Campi Flegrei,36273391,2023,9,2023-09-24,501.18723362727246
2023-09-25 01:51:37.089000,1.0,,14.128,40.836833,Campi Flegrei,36274721,2023,9,2023-09-25,31.622776601683793
2023-09-25 14:34:04.130000,2.1,,14.1202,40.8143,Campi Flegrei,36279241,2023,9,2023-09-25,1412.5375446227554
2023-09-25 14:58:11.029000,1.4,,14.135667,40.828667,Campi Flegrei,36279491,2023,9,2023-09-25,125.89254117941663
2023-09-25 14:58:18.170000,1.3,,14.143,40.824167,Campi Flegrei,36279531,2023,9,2023-09-25,89.12509381337459
2023-09-25 17:29:37.559000,1.1,,14.106167,40.825,Campi Flegrei,36280591,2023,9,2023-09-25,44.668359215096324
2023-09-25 17:29:53.160000,1.0,,14.122833,40.838833,Campi Flegrei,36280631,2023,9,2023-09-25,31.622776601683793
2023-09-26 00:08:27.680000,1.1,,14.141667,40.829167,Campi Flegrei,36282861,2023,9,2023-09-26,44.668359215096324
2023-09-26 01:34:55.640000,1.1,,14.132667,40.827333,Campi Flegrei,36283381,2023,9,2023-09-26,44.668359215096324
2023-09-26 03:06:29.520000,2.2,,14.1317,40.8242,Campi Flegrei,36284381,2023,9,2023-09-26,1995.262314968881
2023-09-26 03:07:32.269000,1.2,,14.142,40.8315,Campi Flegrei,36285191,2023,9,2023-09-26,63.0957344480193
2023-09-26 03:07:41.940000,1.7,,14.1338,40.8273,Campi Flegrei,36284411,2023,9,2023-09-26,354.8133892335753
2023-09-26 03:07:48.599000,1.4,,14.151667,40.8215,Campi Flegrei,36285231,2023,9,2023-09-26,125.89254117941663
2023-09-26 03:54:56.210000,1.6,,14.1342,40.8222,Campi Flegrei,36284991,2023,9,2023-09-26,251.18864315095823
2023-09-26 06:31:42.690000,2.2,,14.1068,40.8008,Campi Flegrei,36287451,2023,9,2023-09-26,1995.262314968881
2023-09-26 06:50:20.710000,1.3,,14.131667,40.828833,Campi Flegrei,36288351,2023,9,2023-09-26,89.12509381337459
2023-09-26 07:10:29.160000,2.5,,14.1127,40.8005,Campi Flegrei,36288401,2023,9,2023-09-26,5623.413251903491
2023-09-26 07:14:13.509000,1.1,,14.1,40.804667,Campi Flegrei,36289481,2023,9,2023-09-26,44.668359215096324
2023-09-26 09:25:46.760000,1.8,,14.1138,40.7993,Campi Flegrei,36291271,2023,9,2023-09-26,501.18723362727246
2023-09-26 13:55:15.890000,2.3,,14.1392,40.828,Campi Flegrei,36295381,2023,9,2023-09-26,2818.382931264452
2023-09-26 17:32:11.100000,1.7,,14.1328,40.8247,Campi Flegrei,36297311,2023,9,2023-09-26,354.8133892335753
2023-09-26 20:07:30.509000,1.2,,14.147,40.819833,Campi Flegrei,36298011,2023,9,2023-09-26,63.0957344480193
2023-09-26 20:49:14.780000,2.2,,14.142,40.82,Campi Flegrei,36298161,2023,9,2023-09-26,1995.262314968881
2023-09-26 20:53:13.839000,1.0,,14.140833,40.835333,Campi Flegrei,36298321,2023,9,2023-09-26,31.622776601683793
2023-09-26 21:36:37.880000,2.1,,14.1448,40.8108,Campi Flegrei,36298401,2023,9,2023-09-26,1412.5375446227554
2023-09-26 22:30:20.420000,1.6,,14.148,40.8128,Campi Flegrei,36298781,2023,9,2023-09-26,251.18864315095823
2023-09-26 23:51:38.260000,1.5,,14.1523,40.8155,Campi Flegrei,36299001,2023,9,2023-09-26,177.82794100389228
2023-09-27 00:04:09.000000,1.0,,14.157333,40.818167,Campi Flegrei,36299061,2023,9,2023-09-27,31.622776601683793
2023-09-27 01:35:34.650000,3.1,,14.1577,40.815,Campi Flegrei,36299321,2023,9,2023-09-27,44668.359215096345
2023-09-27 08:45:27.090000,2.2,,14.1392,40.8182,Campi Flegrei,36301881,2023,9,2023-09-27,1995.262314968881
2023-09-27 09:16:17.810000,2.5,,14.1428,40.8183,Campi Flegrei,36302081,2023,9,2023-09-27,5623.413251903491
2023-09-27 10:07:21.490000,1.0,,14.146333,40.825167,Campi Flegrei,36302761,2023,9,2023-09-27,31.622776601683793
2023-09-27 10:08:04.410000,1.1,,14.143667,40.8275,Campi Flegrei,36302751,2023,9,2023-09-27,44.668359215096324
2023-09-27 19:57:10.059000,1.0,,14.140167,40.8165,Campi Flegrei,36308421,2023,9,2023-09-27,31.622776601683793
2023-09-27 19:57:58.829000,1.0,,14.1465,40.824333,Campi Flegrei,36308771,2023,9,2023-09-27,31.622776601683793
2023-09-27 19:59:35.549000,1.2,,14.1505,40.825333,Campi Flegrei,36308741,2023,9,2023-09-27,63.0957344480193
2023-09-27 20:25:36.400000,1.6,,14.1353,40.8277,Campi Flegrei,36308241,2023,9,2023-09-27,251.18864315095823
2023-09-27 20:30:12.670000,1.2,,14.135167,40.8265,Campi Flegrei,36308581,2023,9,2023-09-27,63.0957344480193
2023-09-27 20:45:36.109000,1.2,,14.149,40.825167,Campi Flegrei,36308591,2023,9,2023-09-27,63.0957344480193
2023-09-27 21:00:25.360000,1.9,,14.1418,40.8278,Campi Flegrei,36308431,2023,9,2023-09-27,707.9457843841374
2023-09-27 22:24:41.430000,1.0,,14.150333,40.823167,Campi Flegrei,36309111,2023,9,2023-09-27,31.622776601683793
2023-09-27 23:14:29.710000,1.8,,14.1272,40.8183,Campi Flegrei,36309141,2023,9,2023-09-27,501.18723362727246
2023-09-28 08:49:52.109000,1.0,,14.1365,40.828667,Campi Flegrei,36312401,2023,9,2023-09-28,31.622776601683793
2023-09-28 08:50:46.710000,1.1,,14.153333,40.8255,Campi Flegrei,36312311,2023,9,2023-09-28,44.668359215096324
2023-09-28 14:42:02.660000,2.0,,14.1247,40.8128,Campi Flegrei,36314941,2023,9,2023-09-28,1000.0
2023-09-28 14:51:52.339000,1.0,,14.145667,40.828333,Campi Flegrei,36315121,2023,9,2023-09-28,31.622776601683793
2023-09-28 18:01:26.839000,1.0,,14.101333,40.812,Campi Flegrei,36318421,2023,9,2023-09-28,31.622776601683793
2023-09-28 18:38:22.620000,2.0,,14.1348,40.8228,Campi Flegrei,36318591,2023,9,2023-09-28,1000.0
2023-09-29 00:20:39.110000,1.9,,14.1332,40.8257,Campi Flegrei,36321791,2023,9,2023-09-29,707.9457843841374
2023-09-29 00:28:24.460000,1.0,,14.1215,40.838,Campi Flegrei,36322001,2023,9,2023-09-29,31.622776601683793
2023-09-29 09:54:18.630000,1.1,,14.1455,40.8213,Campi Flegrei,36328931,2023,9,2023-09-29,44.668359215096324
2023-09-29 09:56:38.120000,1.5,,14.16,40.8228,Campi Flegrei,36328961,2023,9,2023-09-29,177.82794100389228
2023-09-29 20:04:27.630000,2.0,,14.1262,40.8235,Campi Flegrei,36334781,2023,9,2023-09-29,1000.0
2023-09-29 20:53:59.720000,1.1,,14.129167,40.834333,Campi Flegrei,36335031,2023,9,2023-09-29,44.668359215096324
2023-09-29 21:25:06.770000,1.8,,14.117,40.8123,Campi Flegrei,36335271,2023,9,2023-09-29,501.18723362727246
2023-09-29 21:35:27.210000,1.1,,14.116333,40.833667,Campi Flegrei,36335581,2023,9,2023-09-29,44.668359215096324
2023-09-29 21:57:57.530000,2.1,,14.1352,40.8237,Campi Flegrei,36335741,2023,9,2023-09-29,1412.5375446227554
2023-09-30 01:46:47.560000,2.3,,14.1152,40.8038,Campi Flegrei,36336741,2023,9,2023-09-30,2818.382931264452
2023-10-01 01:15:29.020000,2.1,,14.1202,40.7978,Campi Flegrei,36347261,2023,10,2023-10-01,1412.5375446227554
2023-10-01 01:18:54.900000,1.4,,14.151667,40.831333,Campi Flegrei,36347421,2023,10,2023-10-01,125.89254117941663
2023-10-01 04:42:33.850000,2.3,,14.1067,40.799,Campi Flegrei,36348261,2023,10,2023-10-01,2818.382931264452
2023-10-01 06:22:00.920000,1.3,,14.100167,40.803,Campi Flegrei,36348911,2023,10,2023-10-01,89.12509381337459
2023-10-01 13:33:07.600000,1.9,,14.1383,40.8277,Campi Flegrei,36352551,2023,10,2023-10-01,707.9457843841374
2023-10-01 13:55:37.630000,1.0,,14.126667,40.833167,Campi Flegrei,36353141,2023,10,2023-10-01,31.622776601683793
2023-10-01 20:29:15.849000,1.1,,14.136667,40.830667,Campi Flegrei,36356591,2023,10,2023-10-01,44.668359215096324
2023-10-01 23:54:40.660000,1.1,,14.145667,40.831333,Campi Flegrei,36357261,2023,10,2023-10-01,44.668359215096324
2023-10-02 01:10:48.740000,1.1,,14.149,40.816333,Campi Flegrei,36357521,2023,10,2023-10-02,44.668359215096324
2023-10-02 01:15:06.410000,1.0,,14.1375,40.829167,Campi Flegrei,36357531,2023,10,2023-10-02,31.622776601683793
2023-10-02 08:15:16.109000,1.2,,14.1415,40.831333,Campi Flegrei,36360351,2023,10,2023-10-02,63.0957344480193
2023-10-02 09:05:38.509000,1.2,,14.1425,40.831333,Campi Flegrei,36361161,2023,10,2023-10-02,63.0957344480193
2023-10-02 09:07:29.440000,1.1,,14.147833,40.831333,Campi Flegrei,36361171,2023,10,2023-10-02,44.668359215096324
2023-10-02 18:53:29.310000,1.9,,14.132,40.8188,Campi Flegrei,36365311,2023,10,2023-10-02,707.9457843841374
2023-10-02 20:08:27.160000,3.2,,14.1472,40.8295,Campi Flegrei,36365741,2023,10,2023-10-02,63095.73444801943
2023-10-03 00:27:22.990000,1.0,,14.1385,40.821,Campi Flegrei,36366571,2023,10,2023-10-03,31.622776601683793
2023-10-03 01:53:44.920000,1.0,,14.140833,40.824667,Campi Flegrei,36366961,2023,10,2023-10-03,31.622776601683793
2023-10-03 02:15:24.849000,2.2,,14.14,40.82,Campi Flegrei,36367171,2023,10,2023-10-03,1995.262314968881
2023-10-04 08:18:28.950000,2.1,,14.1385,40.8195,Campi Flegrei,36381491,2023,10,2023-10-04,1412.5375446227554
2023-10-04 08:46:55.400000,2.0,,14.1333,40.8342,Campi Flegrei,36381821,2023,10,2023-10-04,1000.0
2023-10-08 02:18:45.779000,1.2,,14.114,40.8345,Campi Flegrei,36420121,2023,10,2023-10-08,63.0957344480193
2023-10-09 03:12:59.790000,1.6,,14.1148,40.7983,Campi Flegrei,36430361,2023,10,2023-10-09,251.18864315095823
2023-10-09 07:16:48.779000,1.2,,14.1345,40.8385,Campi Flegrei,36432341,2023,10,2023-10-09,63.0957344480193
2023-10-09 07:26:54.859000,1.0,,14.144167,40.836333,Campi Flegrei,36432371,2023,10,2023-10-09,31.622776601683793
2023-10-11 09:20:28.490000,1.2,,14.1428,40.8258,Campi Flegrei,36450311,2023,10,2023-10-11,63.0957344480193
2023-10-11 13:56:54.330000,1.4,,14.0938,40.8238,Campi Flegrei,36452421,2023,10,2023-10-11,125.89254117941663
