time,p_calibrated,alert_level
2023-08-12 01:18:56.520,1.0,GREEN
2023-08-19 01:18:56.520,1.0,YELLOW
2023-08-26 01:18:56.520,1.0,RED
2023-09-02 01:18:56.520,0.9736842105263158,GREEN
2023-09-09 01:18:56.520,0.9722222222222222,GREEN
2023-09-16 01:18:56.520,1.0,GREEN
2023-09-23 01:18:56.520,1.0,GREEN
2023-09-30 01:18:56.520,1.0,RED
2023-10-07 01:18:56.520,1.0,RED
2023-10-14 01:18:56.520,0.9736842105263158,GREEN
2023-10-21 01:18:56.520,0.9722222222222222,GREEN
2023-10-28 01:18:56.520,0.9722222222222222,GREEN
2023-11-04 01:18:56.520,0.782608695652174,GREEN
2023-11-11 01:18:56.520,0.782608695652174,GREEN
2023-11-18 01:18:56.520,0.782608695652174,GREEN
2023-11-25 01:18:56.520,0.71875,GREEN
2023-12-02 01:18:56.520,0.71875,GREEN
2023-12-09 01:18:56.520,0.782608695652174,GREEN
2024-01-20 01:18:56.520,0.782608695652174,GREEN
2024-01-27 01:18:56.520,0.782608695652174,GREEN
2024-02-03 01:18:56.520,0.9722222222222222,GREEN
2024-02-10 01:18:56.520,0.9722222222222222,GREEN
2024-02-17 01:18:56.520,0.782608695652174,GREEN
2024-02-24 01:18:56.520,0.9722222222222222,GREEN
2024-03-02 01:18:56.520,0.9722222222222222,GREEN
2024-03-09 01:18:56.520,0.9722222222222222,GREEN
2024-03-16 01:18:56.520,0.9722222222222222,GREEN
2024-03-23 01:18:56.520,0.9722222222222222,GREEN
2024-03-30 01:18:56.520,0.9736842105263158,GREEN
2024-04-06 01:18:56.520,1.0,GREEN
2024-04-13 01:18:56.520,1.0,YELLOW
2024-04-20 01:18:56.520,1.0,RED
2024-04-27 01:18:56.520,1.0,RED
2024-05-04 01:18:56.520,1.0,RED
2024-05-11 01:18:56.520,1.0,RED
2024-05-18 01:18:56.520,1.0,GREEN
2024-05-25 01:18:56.520,1.0,GREEN
2024-06-01 01:18:56.520,1.0,GREEN
2024-06-08 01:18:56.520,0.9736842105263158,GREEN
2024-06-15 01:18:56.520,0.9736842105263158,GREEN
2024-06-22 01:18:56.520,0.9736842105263158,GREEN
2024-06-29 01:18:56.520,0.9736842105263158,GREEN
2024-07-06 01:18:56.520,0.9722222222222222,GREEN
2024-07-13 01:18:56.520,0.9722222222222222,GREEN
2024-07-20 01:18:56.520,0.9722222222222222,GREEN
2024-07-27 01:18:56.520,0.782608695652174,GREEN
2024-08-03 01:18:56.520,0.9722222222222222,GREEN
2024-08-10 01:18:56.520,0.9736842105263158,GREEN
2024-08-17 01:18:56.520,0.9736842105263158,GREEN
2024-08-24 01:18:56.520,0.9736842105263158,YELLOW
2024-08-31 01:18:56.520,0.9722222222222222,GREEN
2024-09-07 01:18:56.520,0.71875,GREEN
2024-09-14 01:18:56.520,0.5384615384615384,GREEN
2024-09-21 01:18:56.520,0.71875,GREEN
2024-09-28 01:18:56.520,0.5384615384615384,GREEN
2024-10-05 01:18:56.520,0.71875,GREEN
2024-10-12 01:18:56.520,0.71875,GREEN
2024-10-19 01:18:56.520,0.71875,GREEN
2024-10-26 01:18:56.520,0.71875,GREEN
2024-11-02 01:18:56.520,0.71875,GREEN
2024-11-09 01:18:56.520,0.71875,GREEN
2024-11-16 01:18:56.520,0.71875,GREEN
2024-11-23 01:18:56.520,0.782608695652174,GREEN
2024-11-30 01:18:56.520,0.782608695652174,GREEN
2024-12-07 01:18:56.520,0.71875,GREEN
2024-12-14 01:18:56.520,0.71875,GREEN
2024-12-21 01:18:56.520,0.71875,GREEN
2024-12-28 01:18:56.520,0.71875,GREEN
2025-01-04 01:18:56.520,0.782608695652174,GREEN
2025-01-11 01:18:56.520,0.9722222222222222,GREEN
2025-01-18 01:18:56.520,0.9722222222222222,GREEN
2025-01-25 01:18:56.520,0.9736842105263158,GREEN
2025-02-01 01:18:56.520,1.0,GREEN
2025-02-08 01:18:56.520,1.0,YELLOW
2025-02-15 01:18:56.520,1.0,RED
2025-02-22 01:18:56.520,1.0,RED
2025-03-01 01:18:56.520,1.0,GREEN
2025-03-08 01:18:56.520,1.0,GREEN
2025-03-15 01:18:56.520,1.0,GREEN
2025-03-22 01:18:56.520,0.9736842105263158,GREEN
2025-03-29 01:18:56.520,0.9736842105263158,GREEN
2025-04-05 01:18:56.520,0.9736842105263158,GREEN
2025-04-12 01:18:56.520,0.9736842105263158,GREEN
2025-04-19 01:18:56.520,0.9736842105263158,YELLOW
2025-04-26 01:18:56.520,0.9736842105263158,YELLOW
2025-05-03 01:18:56.520,0.9736842105263158,YELLOW
2025-05-10 01:18:56.520,0.9736842105263158,GREEN
2025-05-17 01:18:56.520,0.9736842105263158,GREEN
2025-05-24 01:18:56.520,1.0,YELLOW
2025-05-31 01:18:56.520,0.9736842105263158,GREEN
2025-06-07 01:18:56.520,0.9736842105263158,YELLOW
2025-06-14 01:18:56.520,0.9736842105263158,GREEN
2025-06-21 01:18:56.520,0.9736842105263158,YELLOW
2025-06-28 01:18:56.520,0.9736842105263158,GREEN
2025-07-05 01:18:56.520,0.9736842105263158,GREEN
2025-07-12 01:18:56.520,0.9736842105263158,GREEN
2025-07-19 01:18:56.520,0.9736842105263158,YELLOW
2025-07-26 01:18:56.520,0.9736842105263158,GREEN
2025-08-02 01:18:56.520,0.9736842105263158,YELLOW
2025-08-09 01:18:56.520,0.9736842105263158,YELLOW
2025-08-16 01:18:56.520,0.9736842105263158,GREEN
2025-08-23 01:18:56.520,1.0,YELLOW
2025-08-30 01:18:56.520,0.9736842105263158,YELLOW
2025-09-06 01:18:56.520,0.9736842105263158,YELLOW
2025-09-13 01:18:56.520,0.9736842105263158,GREEN
2025-09-20 01:18:56.520,0.9722222222222222,GREEN
2025-09-27 01:18:56.520,0.9736842105263158,GREEN
2025-10-04 01:18:56.520,1.0,GREEN
2025-10-11 01:18:56.520,1.0,YELLOW
2025-10-18 01:18:56.520,1.0,RED
2025-10-25 01:18:56.520,1.0,RED
2025-11-01 01:18:56.520,1.0,GREEN
2025-11-08 01:18:56.520,1.0,GREEN
2025-11-15 01:18:56.520,1.0,RED
2025-11-22 01:18:56.520,1.0,RED
2025-11-29 01:18:56.520,1.0,GREEN
2025-12-06 01:18:56.520,0.9736842105263158,GREEN
2025-12-13 01:18:56.520,0.9722222222222222,GREEN
2025-12-20 01:18:56.520,0.9722222222222222,GREEN
2025-12-27 01:18:56.520,0.9722222222222222,GREEN
2026-01-03 01:18:56.520,0.9722222222222222,GREEN
2026-01-10 01:18:56.520,0.9722222222222222,GREEN
2026-01-17 01:18:56.520,0.782608695652174,GREEN
2026-01-24 01:18:56.520,0.71875,GREEN
2026-01-31 01:18:56.520,0.782608695652174,GREEN
2026-02-07 01:18:56.520,0.782608695652174,GREEN
2026-02-14 01:18:56.520,0.9722222222222222,GREEN
2026-02-21 01:18:56.520,0.9722222222222222,GREEN
2026-02-28 01:18:56.520,0.9722222222222222,GREEN
2026-03-07 01:18:56.520,0.782608695652174,GREEN
2026-03-14 01:18:56.520,0.71875,GREEN
2026-03-21 01:18:56.520,0.71875,GREEN
2026-03-28 01:18:56.520,0.782608695652174,GREEN
2026-04-04 01:18:56.520,0.9722222222222222,GREEN
2026-04-11 01:18:56.520,0.782608695652174,GREEN
2026-04-18 01:18:56.520,0.782608695652174,GREEN
2026-04-25 01:18:56.520,0.71875,GREEN
2026-05-02 01:18:56.520,0.71875,GREEN
