time,forecasted_rate
2026-05-22,0.44551580932433477
2026-05-23,0.0
2026-05-24,0.864089394966816
2026-05-25,1.6281326113334862
2026-05-26,1.545836437318213
2026-05-27,1.781019423212023
2026-05-28,1.5050213076812535
