time,dl_anomaly_score,dl_is_anomaly
2010-03-28,-0.08317807285438307,0
2010-03-29,-0.08868088208747248,0
2010-03-30,-0.08685213879423566,0
2010-03-31,-0.07619317904266444,0
2010-04-01,-0.08234543214339198,0
2010-04-02,-0.08546775491702624,0
2010-04-03,-0.07816248160532016,0
2010-04-04,-0.07717401283195545,0
2010-04-05,-0.08339843238148473,0
2010-04-06,-0.07288247872486298,0
2010-04-07,-0.08148709188435935,0
2010-04-08,-0.08930494405469662,0
2010-04-09,-0.08546414440635544,0
2010-04-10,-0.07938544430180423,0
2010-04-11,-0.07682569313231825,0
2010-04-12,-0.08069127026861483,0
2010-04-13,-0.07308757894398292,0
2010-04-14,-0.08110731077474613,0
2010-04-15,-0.08285375604046043,0
2010-04-16,-0.08221053247167563,0
2010-04-17,-0.07934938625471949,0
2010-04-18,-0.087708459777148,0
2010-04-19,-0.08919683696255554,0
2010-04-20,-0.08144760583521021,0
2010-04-21,-0.07107203903465807,0
2010-04-22,-0.08340365337934032,0
2010-04-23,-0.07575931872249382,0
2010-04-24,-0.07952640306860062,0
2010-04-25,-0.07466295003455423,0
2010-04-26,-0.08478059241991326,0
2010-04-27,-0.07290315170290529,0
2010-04-28,-0.08302442397635754,0
2010-04-29,-0.08406791378816973,0
2010-04-30,-0.08684646093449583,0
2010-05-01,-0.0791083130783217,0
2010-05-02,-0.0782901605709271,0
2010-05-03,-0.08344515688654054,0
2010-05-04,-0.08790630863764068,0
2010-05-05,-0.07498693041634878,0
2010-05-06,-0.08294688314275277,0
2010-05-07,-0.08301798045767972,0
2010-05-08,-0.08776952299244058,0
2010-05-09,-0.07890331703695477,0
2010-05-10,-0.08489516457200022,0
2010-05-11,-0.08424470669760908,0
2010-05-12,-0.08324831882368157,0
2010-05-13,-0.08190606054533194,0
2010-05-14,-0.07496804413823134,0
2010-05-15,-0.08308758132132688,0
2010-05-16,-0.0755759985019734,0
2010-05-17,-0.08726310664918775,0
2010-05-18,-0.07692503703003008,0
2010-05-19,-0.08108516050611447,0
2010-05-20,-0.07422225400170876,0
2010-05-21,-0.08284389577855739,0
2010-05-22,-0.08340205772792246,0
2010-05-23,-0.08073871312022915,0
2010-05-24,-0.07120980699079582,0
2010-05-25,-0.07617647573413397,0
2010-05-26,-0.08935913724510437,0
2010-05-27,-0.07051402293432313,0
2010-05-28,-0.08698830741487104,0
2010-05-29,-0.07940449592140078,0
2010-05-30,-0.08638983111735055,0
2010-05-31,-0.08820148442478126,0
2010-06-01,-0.08205729807392415,0
2010-06-02,-0.08432856837716357,0
